,Num. Exp,Objeto Contrato,Organismo,Tipo Tramitación,Tipo de Contrato,Procedimiento de Contratación,Importe Total Presup. Licit.,NIF/CIF Adjudicatario/Contratista,Razón Social Adjudicatario/Contratista,Importe Adjudicación Sin Impuestos,Importe total Adjudicación,Plazo Ejecución,Fecha Formalización Contrato
98,85/19,Suministro de vestuario al personal del Servicio de Prevención y Extinción de Incendios y Salvamento del Excmo. Ayuntamiento de Alicante.,NaN,NaN,Suministros,Abierto,3751.0,NaN,"EL CORTE INGLÉS, S.A.",NaN,3751.0,4 Años,2020-07-23
99,52/20,Suministro de licencias software de correo electrónico en la nube y herramientas colaborativas para el Ayuntamiento de Alicante,NaN,NaN,Suministros,Abierto,786722.93,NaN,"Avda. de los Encuartes, 19 - 2º C 28760 Tres Cantos (Madrid)",NaN,615503.81,60 Días,2020-12-28
100,70/19,Servicio de gestión y ejecución de las actividades de prevención de conductas adictivas en el ámbito escolar,NaN,NaN,Servicios,Abierto,24960.0,NaN,Auca Projectes Educatius S.L.,NaN,23000.0,,2020-01-22
101,63/19,Contratación pólizas de seguro 2020-2021 para el Excmo. Ayuntamiento de Alicante.,NaN,NaN,Servicios,Abierto,16200.0,NaN,WR BERKLEY ESPAÑA SUCURSAL EN ESPAÑA,NaN,12500.0,24 Meses,2020-05-29
102,63/19,Contratación pólizas de seguro 2020-2021 para el Excmo. Ayuntamiento de Alicante.,NaN,NaN,Servicios,Abierto,70000.0,NaN,"SEGURCAIXA ADESLAS, S.A. DE SEGUROS Y REASEGUROS",NaN,63912.92,24 Meses,2020-07-24
103,134/19,Ejecución del proyecto de señalización vial y de mejora viaria para incremento de plazas de aparcamiento en el polígono industrial Las Atalayas. Fase II. Inversiones financieramente sostenibles 2019.,NaN,NaN,Obras,Abierto Simplificado,449316.89,NaN,"MULTISERVICIOS TRITON, S.L.",NaN,334887.27,3 Meses,2020-05-20
104,18/20,"Prestación de suministros de productos de alimentación básica, inluida alimentación infantil, y de productos de aseo personal y de higiene del hogar, dirigidos a  familias afectadas por la crisis sanitaria y con la finalidad de una atención inmediata",NaN,NaN,Suministros,Otros,100000.0,NaN,"Centros Comerciales Carrefour, S.A.",NaN,100000.0,,2020-04-01
105,18/20.2,"Suministro de productos de alimentación básica, inluida alimentación infantil, y de productos de aseo personal y de higiene del hogar, dirigidos a familias afectadas por la crisis sanitaria y con la finalidad de una atención inmediata.",NaN,NaN,Suministros,Otros,200000.0,NaN,"Centros Comerciales Carrefour, S.A.",NaN,200000.0,,2020-04-15
106,131/19,Suministro de varios instrumentos musicales para la Banda Sinfónica Municipal de Alicante.,NaN,NaN,Suministros,Abierto Simplificado,19000.0,NaN,AITANAMUSICA SL,NaN,18495.01,3 Meses,2020-09-17
107,117/19,Obras de consolidación y restauración del baluarte de la mina en el castillo de Santa Bárbara de Alicante (Inversiones financieramente sostenibles 2019),NaN,NaN,Obras,Abierto Simplificado,319971.86,NaN,ARPA Patrimonio S.L.,NaN,281575.23,5 Meses,2020-06-15
108,99/2020,Adquisición material preventivo para los trabajadores del Ayuntamiento de Alicante.,NaN,NaN,Suministros,Otros,13780.0,NaN,"SUMEVET ORTOPEDIA MODERNA, S.L.",NaN,13780.0,9 Meses,2020-12-30
109,46/20,Contrato de emergencia para la adquisición de material preventivo para la atención al público en las dependencias del Ayuntamiento de Alicante.,NaN,NaN,Suministros,Otros,25300.0,NaN,OVERSEAS INTEGRAL SOLUTIONS SLU,NaN,25300.0,,2020-07-24
110,123/19,"Suministro de mobiliario para Seguridad dividido en 2 lotes: Lote 1 ""Protección Civil"", Lote 2 Policía Local",NaN,NaN,Suministros,Abierto,102000.0,NaN,ORSAL INFORMÁTICA S.L.,NaN,67889.55,30 Días,2020-12-10
111,27/20,"Tramitación expepcional de emergencia para contratar la adquisición de material preventivo para los trabajadores del Ayuntamiento de Alicante, a la hora de la incorporación presencial a los puestos de trabajo. Dividido en siete lotes.",NaN,NaN,Suministros,Otros,15994.88,NaN,-,NaN,15994.88,48 Horas,2020-07-03
112,99/2020,Adquisición material preventivo para los trabajadores del Ayuntamiento de Alicante.,NaN,NaN,Suministros,Otros,5113.8,NaN,-,NaN,5113.8,9 Meses,2020-12-30
113,12/20,"Servicios de ejecución del ""Proyecto de intervención y mediación con la población de etnia gitana en barrios de la Zona Norte""",NaN,NaN,Servicios,Negociado sin publicidad,20939.78,NaN,FAGA (Federación Autonómica de Asociaciones Gitanas de la Comunidad Valenciana),NaN,19036.17,1 Años,2020-10-08
114,137/19,"Obras de Mejora del sistema viaria de la calle Padre Esplá, desde la calle Ingeniero Canales hasta Glorieta Peiodista Clara Forner. Inversiones financieramente sostenibles 2019. ",NaN,NaN,Obras,Abierto,2498428.82,NaN,"GRUPO BERTOLIN, SAU",NaN,2367011.46,6 Meses,2020-07-07
115,108/19,"Ejecución de las obras comprendidas en el proyecto de ""Renovación y pavimentación de calzadas. Ocho lotes"".",NaN,NaN,Obras,Abierto,462627.38,NaN,"PAVASAL EMPRESA CONSTRUCTORA, S.A.",NaN,405261.67,4 Meses,2020-08-03
116,8/20,"Reparación, mantenimiento y conservación de aceras en el T.M. De Alicante, dividido en 5 lotes",NaN,NaN,Obras,Abierto Simplificado,99443.85,NaN,INVOLUCRA S.L.,NaN,73687.9,4 Meses,2020-07-30
117,35/19,Explotación integral del servicio de señalización horizonal y vertical de la ciudad de Alicante. Dividido en dos (2) lotes.,NaN,NaN,Servicios,Abierto,2385525.91,NaN,"ACEINSA LEVANTE, S.A.",NaN,1786520.38,4 Años,2020-01-27
118,110/19,Contratación suministro con instalación de luminarias en barrios y polígonos industriales en la Ciudad de Alicante. 3 Lotes.,NaN,NaN,Suministros,Abierto,921321.78,NaN,"EIFFAGE ENERGIA, S.L.U",NaN,806264.08,4 Meses,2020-08-25
119,79/19,Desarrollo varias aplicaciones: Gestión talleres y actividades en Centro de mayores y Centro 14 y otros,NaN,NaN,Servicios,Abierto Simplificado,24804.0,NaN,TERALCO SOLUTIONS SL,NaN,22990.0,3 Meses,2020-02-26
120,60/19,Obras de remodelación del consultorio médico de Tabarca y dependencias anexas.,NaN,NaN,Obras,Abierto Simplificado,99470.0,NaN,"ESCLAPES E HIJOS,S.L.",NaN,86708.6,4 Meses,2020-05-27
121,91/19,Servicio de mantenimiento preventivo y correctivo de los bienes muebles e inmuebles municipales del Ayuntamiento de Alicante. 2 lotes.,NaN,NaN,Servicios,Abierto,1798839.9,NaN,"ESCLAPES E HIJOS,S.L.",NaN,1610861.13,3 Años,2020-07-31
122,104/19,"Vallados ornamentales y decoraciones exteriores de la carrera oficial de ""Semana Santa"" y la ofrenda de flores de ""Les Fogueres de Sant Joan"" 2020-2022",NaN,NaN,Suministros,Abierto Simplificado,25500.0,NaN,"DECOURBA 2007, SLU",NaN,24538.8,3 Años,2020-03-11
123,70/19,Servicio de gestión y ejecución de las actividades de prevención de conductas adictivas en el ámbito escolar,NaN,NaN,Servicios,Abierto,5250.0,NaN,ASOCIACION ALICANTINA DE AFECTADOS POR LA LUDOPATIA Y OTRAS ADICCIONES VIDA LIBRE,NaN,5175.0,,2020-01-23
124,68/19,Servicio de Gestión y ejecución de las actividades formativas para familias.,NaN,NaN,Servicios,Abierto,43535.8,NaN,Auca Projectes Educatius S.L.,NaN,40052.94,,2020-01-17
125,70/19,Servicio de gestión y ejecución de las actividades de prevención de conductas adictivas en el ámbito escolar,NaN,NaN,Servicios,Abierto,10800.0,NaN,Auca Projectes Educatius S.L.,NaN,10775.0,,2020-01-22
126,116/19,"organización y desarrrollo de espectáculos de Carnaval de adultos que se celebrará con motivo ""sábado ramblero"" 2020 y 2021.",NaN,NaN,Servicios,Negociado sin publicidad,38000.0,NaN,"PRODUCCIONES ARTÍSTICAS ORANGE, S.L.",NaN,30250.0,,2020-02-05
127,90/19,"Ejecución de las obras contenidas en el proyecto de ""sustitución de cubierta plana en el estacionamiento temporal de vehículos con destino preferente para el servicio del Mercado Central en el solar d ela antigua LOnja de Frutas y Verduras de Alicante.",NaN,NaN,Obras,Abierto Simplificado,137006.49,NaN,"QUARTO PROYECTOS, S.L.",NaN,120866.9,60 Días,2020-07-10
128,131/19,Suministro de varios instrumentos musicales para la Banda Sinfónica Municipal de Alicante.,NaN,NaN,Suministros,Abierto Simplificado,40000.0,NaN,"MUSICAL CAMPOS, S.L.",NaN,31720.21,3 Meses,2020-09-17
129,63/19,Contratación pólizas de seguro 2020-2021 para el Excmo. Ayuntamiento de Alicante.,NaN,NaN,Servicios,Abierto,31996.0,NaN,"PREVISIÓN BALEAR, MUTUA DE PREVISIÓN SOCIAL",NaN,31996.0,24 Meses,2020-05-29
130,106/19,Servicio de mantenimiento y ampliaciones del cableado de redes de comunicación de datos,NaN,NaN,Servicios,Abierto,75231.61,NaN,JAVIER DOMINGO GARCIA,NaN,46959.09,36 Meses,2020-06-08
131,09/20,Desarrollo de un cuadro de mando para la Concejalía de Economía y Hacienda del Ayuntamiento de Alicante,NaN,NaN,Servicios,Abierto Simplificado,22981.53,NaN,"STRATEBI BUSINESS SOLUTIONS, S.L.",NaN,17236.45,4 Meses,2020-10-20
132,34/20,"Asistencia técnica a la Dirección de obra del proyecto de ""Construcción de plataforma ciclo-peatonal, entre la avda. de Elche y Víal de acceso a Urbanova.",NaN,NaN,Servicios,Abierto,79467.79,NaN,UTE INGEMED-ATEDUR,NaN,59600.85,8 Meses,2020-12-14
133,108/19,"Ejecución de las obras comprendidas en el proyecto de ""Renovación y pavimentación de calzadas. Ocho lotes"".",NaN,NaN,Obras,Abierto,423572.72,NaN,"PAVASAL EMPRESA CONSTRUCTORA, S.A.",NaN,371050.13,4 Meses,2020-08-03
134,8/20,"Reparación, mantenimiento y conservación de aceras en el T.M. De Alicante, dividido en 5 lotes",NaN,NaN,Obras,Abierto Simplificado,96589.6,NaN,INVOLUCRA S.L.,NaN,71572.89,4 Meses,2020-07-30
135,35/19,Explotación integral del servicio de señalización horizonal y vertical de la ciudad de Alicante. Dividido en dos (2) lotes.,NaN,NaN,Servicios,Abierto,2915642.77,NaN,"ACEINSA LEVANTE, S.A.",NaN,2087017.09,4 Años,2020-01-27
136,30/19,"Servicio de mantenimiento y conservacion de las zonas verdes de la ciudad de Alicante, dividido en 3 lotes. (El lote 3 se reserva a centros especiales de empleo, D.Adicional 4ª LCSP)",NaN,NaN,Servicios,Abierto,20053223.79,NaN,"STV GESTION, S.L.",NaN,17633075.21,3 Años,2020-12-01
137,128/19,"Ejecución del Proyecto de ""Acondicionamiento y rehabilitación de varias instalaciones deportivas en el término municipal de Alicante. 2 lotes"".  Inversiones financieramente sostenibles 2018.",NaN,NaN,Obras,Abierto Simplificado,603547.65,NaN,"GALITEC DESARROLLOS TECNOLOGICOS, SL",NaN,535200.12,8 Meses,2020-06-08
138,ALC-CONT-25/19,Servicio de mantenimiento de las instalaciones térmicas municipales,NaN,NaN,Servicios,Abierto,115188.74,NaN,HIJOS DE EMILIO GUIRAO S.L.,NaN,104060.0,2 Años,2020-01-23
139,104/19,"Vallados ornamentales y decoraciones exteriores de la carrera oficial de ""Semana Santa"" y la ofrenda de flores de ""Les Fogueres de Sant Joan"" 2020-2022",NaN,NaN,Suministros,Abierto Simplificado,30000.0,NaN,"DECOURBA 2007, SLU",NaN,29040.0,3 Años,2020-03-11
140,20/20,"Contratación, mediante trámite de emergencia, de las prestaciones derivadas de la actuación de los servicios sociales municipales, durante el estado de alarma para la gestión de la crisis sanitaria ocasionada por el coronavirus COVID 19, siguientes:   1 - Serviciode atención a urgencias sociales. 2.- Suministro de productos farmacéuticos. 3.- Servicio de alojamiento temporal. 4.- Servicios funerarios. 5.- Servicio derivado de la atención a personas sin hogar.",NaN,NaN,Servicios,Otros,528512.0,NaN,CRUZ ROJA ESPAÑOLA,NaN,435724.74,,2020-04-19
141,66/19,Coordinación de seguridad y salud para el servicio de explotación integral de la señalización vertical y horizontal de la ciudad de Alicante.,NaN,NaN,Servicios,Abierto Simplificado,25092.48,NaN,"COORDINACIÓN DE SEGURIDAD Y PREVENCIÓN EN LA CONSTRUCCIÓN, S.L.P.",NaN,16786.87,4 Años,2020-01-09
142,63/19,Contratación pólizas de seguro 2020-2021 para el Excmo. Ayuntamiento de Alicante.,NaN,NaN,Servicios,Abierto,9000.0,NaN,"MAPFRE VIDA, SOCIEDAD ANÓNIMA DE SEGUROS Y REASEGUROS SOBRE LA VIDA HUMANA",NaN,7775.88,24 Meses,2020-05-29
143,48/19,Obras comprendidas en el proyecto de Reurbanización de la Explanada Fase II (Plaza de Canalejas-Calle Bilbao),NaN,NaN,Obras,Abierto Simplificado,1530002.19,NaN,"COMPAÑÍA GENERAL DE CONSTRUCCIÓN ABALDO, S.A.",NaN,1207096.0,6 Meses,2020-09-29
144,16/20,"Servicio de inspección y mantenimiento de extintores, extinciones automáticas, bocas de incendios y grupos de presión contra incendios en dependencias, colegios e instalaciones deportivas municipales",NaN,NaN,Servicios,Abierto,461697.87,NaN,ARAISA SEGURIDAD SL,NaN,337848.77,3 Años,2020-11-13
145,130/19,Instalación y suministro del sistema de CCTV para la Policía Local.,NaN,NaN,Suministros,Abierto Simplificado,118749.67,NaN,SICE SEGURIDAD,NaN,83906.24,70 Días,2020-10-06
146, ,,NaN,NaN,,,,NaN,,NaN,,,
147,,,NaN,NaN,,,,NaN,,NaN,,,
