,Num. Exp,Objeto Contrato,Organismo,Tipo Tramitación,Tipo de Contrato,Procedimiento de Contratación,Importe Total Presup. Licit.,NIF/CIF Adjudicatario/Contratista,Razón Social Adjudicatario/Contratista,Importe Adjudicación Sin Impuestos,Importe total Adjudicación,Plazo Ejecución,Fecha Formalización Contrato
83,ALC-CONT-125/18,"Trabajos de renovación de zonas de juegos infantiles, biosaludables y mobiliario urbano (Fase II) en diferentes zonas de la ciudad de Alicante dividido en dos lotes. (Inversiones Sostenibles 2018)",NaN,NaN,Suministros,Abierto,37798.87,NaN,"GALITEC DESARROLLOS TECNOLOGICOS, SL",NaN,29024.27,4 Meses,2019-07-09
84,ALC-CONT-17/2019,"Ejecución obras comprendidas en el proyecto de Demoliciones tendendentes a la recuperación tipológica de las edificaciones de la antigua Fábrica de Tabacos, sito en la calle Sevilla, nº 2, en el ámbito de la estrategia de desarrollo urbano sostenible integrado (EDUSI) Área Las Cigarreras, del municipio de Alicante, cofinanciado por la Comisión Europea con cargo al FEDER dentro del Eje 12 Desarrollo Urbano del Programa Operativo de Crecimiento Sostenible,  para la programación 2014-2020. Una manera de hacer Europa.",NaN,NaN,Obras,Abierto Simplificado,648549.82,NaN,"ENEAS SERVICIOS INTEGRALES, S.A., SÁNCHEZ Y LAGO, S.L., UNIÓN TEMPORAL DE EMPRESAS LEY 18/1982 DE 26 DE MAYO",NaN,457221.64,3 Meses,2019-07-25
85,ALC-CONT-132/18,"Organización y desarrollo de las actividades y espectáculos que se celebrarán en la Avenida Rambla Méndez Núñez de Alicante con motivo del tradicional ""Sábado Ramblero 2019""",NaN,NaN,Privado,Abierto Simplificado,3000.0,NaN,"PRODUCCIONES ARTÍSTICAS HORIZONTE MUSICAL, S.L.",NaN,2904,,2019-02-27
86,ALC-CONT-12/2019,Conservación y mantenimiento de los pasos elevados sobre las líneas de ferrocarril Alicante-El Reguerón en los PP.kk. 4/751 y 7/860 de la Avda. de Elche (Alicante).  (Tramitación excepcional de emergencia),NaN,NaN,Obras,Abierto,480439.73,NaN,"PAVASAL EMPRESA CONSTRUCTORA, S.A.",NaN,409510.86,3 Meses,2019-02-20
87,78/18,"Constituye el objeto del presente contrato la puesta en marcha de los servicios de asesoramiento juvenil  para la Concejalía de Juventud en las siguientes áreas: asesoría laboral, asesoría de sexualidad y psicoafectividad, asesoría de  trastornos de la conducta alimentaria y concepto adolescente y asesoría de hábitos saludables  en IES dirigidas a la población juvenil entre 12 y 35 años.  De conformidad con lo dispuesto en el art. 99 de la Ley 9/2017, el objeto del contrato se divide en lotes: -Lote n.º 1: Contratación de una asesoría laboral para jóvenes para las anualidades 2019 y 2020. -Lote n.º 2:  Contratación de una  asesoría sexual y de psicoafectividad para jóvenes para las anualidades 2019 y 2020. -Lote n.º 3: Contratación de una  asesoría trastornos conducta alimentaria y concepto adolescente para jóvenes para las anualidades 2019 y 2020. -Lote n.º 4: Contratación de una  asesoría habitos saludables en IES para jóvenes para las anualidades 2019 y 2020.",NaN,NaN,Servicios,Abierto,57568.56,NaN,FUNDACIÓ NOVA FEINA DE LA COMUNITAT VALENCIANA,NaN,44328,2 Años,2019-02-28
88,73/19,Suministro de material informático para la equipación de las unidades operativas y dependencias de la Policía Local.,NaN,NaN,Suministros,Abierto Simplificado,11253.0,NaN,OFIMATICA MARE NOSTRUM S.L.,NaN,10251.79,30 Días,2019-12-04
89,37/19,"Instalación, conservación y desmontaje del alumbrado ornamental de Navidad 2019 , Año Nuevo, Reyes, Carnaval y Hogueras 2020",NaN,NaN,Servicios,Abierto,241089.21,NaN,-,NaN,224212.96,6 Meses,2019-12-06
90,100/19,"Suministro de licencias de word, excell, powerpoint y acces de la empresa microsoft.",NaN,NaN,Suministros,Abierto Simplificado (Abreviado),27888.08,NaN,Servicios Microinformática SA,NaN,25475.97,20 Días,2019-12-20
91, ,,NaN,NaN,,,,NaN,,NaN,,,
92,,,NaN,NaN,,,,NaN,,NaN,,,
